Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Coherence,Chat GPT o4-mini-high Human Completeness,Chat GPT o4-mini-high Human Correctness,Chat GPT o4-mini-high Human Creativity,Chat GPT o4-mini-high Human Helpfulness,Chat GPT o4-mini-high Human Relevance,Chat GPT o4-mini-high Human Style Presentation,Gemini 2.5 pro Human Coherence,Gemini 2.5 pro Human Completeness,Gemini 2.5 pro Human Correctness,Gemini 2.5 pro Human Creativity,Gemini 2.5 pro Human Helpfulness,Gemini 2.5 pro Human Relevance,Gemini 2.5 pro Human Style Presentation,Claude Opus 4 Human Coherence,Claude Opus 4 Human Completeness,Claude Opus 4 Human Correctness,Claude Opus 4 Human Creativity,Claude Opus 4 Human Helpfulness,Claude Opus 4 Human Relevance,Claude Opus 4 Human Style Presentation
Python,363,Machine Learning,"I am the chief AI developer at a robotics startup, tasked with creating a Python-based reinforcement learning system that allows multiple agents to navigate a 25×25 grid featuring unpredictable obstacles and shifting goals. Each agent must decide within 60ms, under intermittent sensor data loss, while logging all state-action pairs with timestamps. The system must comply with ROS2 standards, support real-time retraining during live simulations. The final deliverable should be secure, modular, well-documented, and optimized for performance. Choose the best algorithm for this task and provide code in a single python file.",5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5
Python,363,Machine Learning,"I am the chief AI developer at a robotics startup, tasked with creating a Python-based reinforcement learning system that allows multiple agents to navigate a 25×25 grid featuring unpredictable obstacles and shifting goals. Each agent must decide within 60ms, under intermittent sensor data loss, while logging all state-action pairs with timestamps. The system must comply with ROS2 standards, support real-time retraining during live simulations. The final deliverable should be secure, modular, well-documented, and optimized for performance. Choose the best algorithm for this task and provide code in a single python file.",5,4,4,4,4,5,5,5,4,4,4,4,5,5,4,3,3,4,3,5,4
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",4,4,4,4,4,5,4,5,5,4,5,5,5,5,3,4,4,3,4,5,3
Python,364,Machine Learning,"I am a senior neuroengineer working in brain-computer interface research. For this I want you to create Python code for a sophisticated neural-signal-to-visual-perception decoding system. This system should generate realistic synthetic neural spike trains across multiple brain areas with subject variability, noise, and signal degradation, and implement an advanced unsupervised representation learning framework. Additionally, it should include a transformer-based, graph neural network, and variational autoencoder decoder to classify and reconstruct visual stimuli from neural data in real-time. The code must support end-to-end training, evaluation, cross-subject adaptation, and benchmarking with visualization tools for spike trains and decoding accuracy. The goal is to build a clean, extensible, and industry-grade platform to simulate neural responses, learn robust neural representations, and decode complex visual information to accelerate BCI algorithm development and support clinical translation for neuroprosthetics and visual communication devices. Return the code in a single self contained Python file.",4,4,4,5,4,5,4,5,4,4,4,5,4,5,5,5,5,4,5,5,4
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",4,4,4,4,4,5,4,5,5,3,4,4,4,5,5,5,5,5,5,5,5
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",4,3,3,3,3,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5
Python,365,FinTech,"As the lead quant engineer at a digital asset manager create a Python microservice that pulls real-time price and position data from a secure REST API using TLS. It must compute a rolling covariance matrix of asset returns and rebalance every five minutes using mean-variance optimization from PyPortfolioOpt. The optimizer should target a configurable Sharpe Ratio or fall back to maximizing Sharpe if no target is set. Runtime parameters including risk-free rate, rebalancing interval and optimization objective must be hot-reloadable via .env or JSON configuration. Each rebalance must write a full decision record with timestamp, asset weights and performance metrics to an immutable SOC 2-compliant audit log. All secrets must be provided through environment variables with no hardcoding. Deliver a single Python file using version 3.10 or later with type hints, inline docstrings and a header that explains setup, dependencies and how configuration changes are applied without restarting the service.",4,4,4,5,4,5,4,5,3,3,5,4,5,4,5,4,4,5,5,5,5
Python,366,FinTech,"I’m a quantitative developer at a regulated hedge fund. I need a single‑file Python module that implements Monte Carlo option pricing for European and barrier options. The solution must integrate cleanly with real‑time market data feeds (Bloomberg API). The code must be professional containing type hints, docstrings, logging, and unit tests.",5,5,5,5,5,5,5,4,3,3,4,4,4,4,2,3,3,3,2,4,3
Python,366,FinTech,"I’m a quantitative developer at a regulated hedge fund. I need a single‑file Python module that implements Monte Carlo option pricing for European and barrier options. The solution must integrate cleanly with real‑time market data feeds (Bloomberg API). The code must be professional containing type hints, docstrings, logging, and unit tests.",5,5,4,5,5,5,4,5,2,3,4,4,4,5,5,5,4,5,5,5,5
Python,366,FinTech,"I’m a quantitative developer at a regulated hedge fund. I need a single‑file Python module that implements Monte Carlo option pricing for European and barrier options. The solution must integrate cleanly with real‑time market data feeds (Bloomberg API). The code must be professional containing type hints, docstrings, logging, and unit tests.",5,4,5,5,5,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,5
Python,367,FinTech,"I'm the principal architect for payment security at a global FinTech platform. I'm tasked with building a Python 3.10+ credit card fraud detection framework using FastAPI for REST endpoints and scikit-learn for anomaly detection models (Isolation Forest and Logistic Regression). This framework should implement configurable rule-based validators alongside ML-based scoring to flag emerging fraud vectors in real time. It should load rule definitions from embedded JSON configuration with support for dynamic rule updates via environment variables. The system must maintain strict PCI DSS and GDPR compliance with granular activity tracking and user-privacy controls. Additionally, include OpenAPI/Swagger documentation for all endpoints. Use a requirements.txt for dependency management and provide embedded unit tests with pytest fixtures. All of this should be delivered as a single, well-structured Python file with clear module separation through classes and functions. So supply production-ready code that meets these specific technical standards and regulatory requirements.",5,5,4,4,5,5,4,5,3,3,5,4,3,4,5,3,3,5,4,3,4
Python,367,FinTech,"I'm the principal architect for payment security at a global FinTech platform. I'm tasked with building a Python 3.10+ credit card fraud detection framework using FastAPI for REST endpoints and scikit-learn for anomaly detection models (Isolation Forest and Logistic Regression). This framework should implement configurable rule-based validators alongside ML-based scoring to flag emerging fraud vectors in real time. It should load rule definitions from embedded JSON configuration with support for dynamic rule updates via environment variables. The system must maintain strict PCI DSS and GDPR compliance with granular activity tracking and user-privacy controls. Additionally, include OpenAPI/Swagger documentation for all endpoints. Use a requirements.txt for dependency management and provide embedded unit tests with pytest fixtures. All of this should be delivered as a single, well-structured Python file with clear module separation through classes and functions. So supply production-ready code that meets these specific technical standards and regulatory requirements.",5,4,4,4,4,4,4,5,3,3,5,4,3,4,5,3,3,5,4,3,4
Python,367,FinTech,"I'm the principal architect for payment security at a global FinTech platform. I'm tasked with building a Python 3.10+ credit card fraud detection framework using FastAPI for REST endpoints and scikit-learn for anomaly detection models (Isolation Forest and Logistic Regression). This framework should implement configurable rule-based validators alongside ML-based scoring to flag emerging fraud vectors in real time. It should load rule definitions from embedded JSON configuration with support for dynamic rule updates via environment variables. The system must maintain strict PCI DSS and GDPR compliance with granular activity tracking and user-privacy controls. Additionally, include OpenAPI/Swagger documentation for all endpoints. Use a requirements.txt for dependency management and provide embedded unit tests with pytest fixtures. All of this should be delivered as a single, well-structured Python file with clear module separation through classes and functions. So supply production-ready code that meets these specific technical standards and regulatory requirements.",5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,4,4,5,4,5,4,5,4,4,5,4,5,5,5,5,4,5,4,5,4
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,4
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,4,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,4
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",5,4,5,5,4,5,4,5,4,5,4,4,5,5,5,4,4,5,4,5,5
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",5,4,4,5,4,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,4
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",4,3,3,4,3,4,4,5,4,4,5,4,5,5,5,4,4,5,4,5,5
JavaScript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5
JavaScript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",5,4,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
JavaScript,390,Social Networking,"I'm a frontend engineer building a privacy-first mobile social app for low-connectivity regions. I need a single-file React module that shows friend suggestions using mutual followers, recent activity, shared interests, and common groups. It should be able to function in offline mode, with easily customizable ranking logic. Include optional peer-to-peer sync using Automerge over secure connection. The UI should be fully responsive. Provide JSDoc comments and a concise integration guide tailored for peer-to-peer, low-bandwidth app. Use the latest tech stack.",3,4,2,4,3,4,4,5,4,3,4,4,4,5,4,5,3,4,5,4,5
JavaScript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",5,4,4,4,5,5,4,5,4,4,3,4,5,4,5,5,5,4,5,5,5
JavaScript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",5,5,4,5,5,5,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5
JavaScript,391,Social Networking,"You are a senior backend engineer at a social networking company. Design a real-time chat system using JavaScript and WebSockets. Build the entire solution in a single file. Users must send private and group messages instantly after authentication. Use either the native WebSocket API or a major Node.js library. On connection, enforce authentication and make sure every message comes from the correct user. Support users joining and leaving. Handle disconnects and errors. Allow creation of chat rooms and switching between them. Deliver all messages in the exact order sent, and confirm receipt to clients. Plan for problems like dropped connections, invalid messages, or unauthorized actions. Keep your code clean, clear, and suitable for use in a modern social platform.",5,4,1,3,3,5,4,5,5,5,4,5,5,5,4,5,4,5,5,3,4
JavaScript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",4,4,3,3,4,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5
JavaScript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",3,2,3,2,3,4,3,5,5,5,4,5,5,5,4,4,4,3,4,5,4
JavaScript,392,Social Networking,"I'm a media-tech engineer build me a single-file JavaScript ES module plugin that analyzes live video metadata like bitrate, resolution, and frame stats, then adjusts streaming quality dynamically through compatible DASH or HLS players. The plugin should follow MPEG-DASH standards, respect GDPR data rules and avoid HEVC licensing risks by excluding any encoding, decoding, or redistribution. It must expose real-time metrics via REST or WebSocket APIs and render a live in-page chart using Canvas or D3.js. Deliver a lint-clean, fully JSDoc-annotated module with inline Jest tests and a concise README covering setup, usage, and compliance.",4,4,3,3,4,4,5,4,5,4,5,5,5,5,4,5,3,4,4,5,5
JavaScript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",4,3,4,2,4,5,3,5,4,5,5,5,5,4,4,5,5,5,5,4,4
JavaScript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
JavaScript,393,Social Networking,"You work at a social networking company and noticed users keep losing their posts when wifi cuts out or their phone loses signal - it's becoming a real problem that's making people frustrated. Create a React component using TypeScript for the Offline Draft Storage topic that saves what users are typing (posts, comments) directly in their browser using IndexedDB, checks if they're connected to the internet, and take a confirmation to uploads their saved drafts once they're back online. Make sure it shows users when their drafts get recovered and handles basic text content. Build this as one TypeScript file with React hooks, proper type definitions, and simple instructions for how to use it in a project. Make sure to provide everything in a single TypeScript file.",4,4,4,3,4,5,4,5,4,4,4,4,5,4,5,5,4,5,5,5,5
JavaScript,394,Media,"Build a pure client-side React application delivered as a single self-contained .tsx file. The app must be written in JavaScript syntax using JSX inside the .tsx file (no strict TypeScript types). It must let users upload single or multiple images (JPEG, PNG, TIFF), extract and display comprehensive metadata (EXIF, IPTC, XMP) entirely in the browser with no server interaction. It should support batch processing, handle large files efficiently, and let users export the collected metadata as JSON or CSV. Ensure compliance with privacy best practices (no data retention, user-only access) and browser security standards. Deliver the solution fully linted, with embedded propTypes where applicable, complete usage instructions as in-file comments, and browser-based tests using a suitable framework (e.g., Playwright or Karma).",5,4,4,3,4,5,4,5,5,4,4,5,4,5,5,5,4,4,5,5,5
