Code Language,Prompt ID,Domain,Prompt,Chat GPT o4-mini-high Human Completeness,Chatgpt Human Completeness Justification,Chat GPT o4-mini-high Human Correctness,Chatgpt Human Correctness Justification,Chat GPT o4-mini-high Human Relevance,Chatgpt Human Relevance Justification,Gemini 2.5 pro Human Completeness,Gemini Human Completeness Justification,Gemini 2.5 pro Human Correctness,Gemini Human Correctness Justification,Gemini 2.5 pro Human Relevance,Gemini Human Relevance Justification,Claude Opus 4 Human Completeness,Claude Human Completeness Justification,Claude Opus 4 Human Correctness,Claude Human Correctness Justification,Claude Opus 4 Human Relevance,Claude Opus 4 Human Relevance
Python,367,FinTech,"I'm the principal architect for payment security at a global FinTech platform. I'm tasked with building a Python 3.10+ credit card fraud detection framework using FastAPI for REST endpoints and scikit-learn for anomaly detection models (Isolation Forest and Logistic Regression). This framework should implement configurable rule-based validators alongside ML-based scoring to flag emerging fraud vectors in real time. It should load rule definitions from embedded JSON configuration with support for dynamic rule updates via environment variables. The system must maintain strict PCI DSS and GDPR compliance with granular activity tracking and user-privacy controls. Additionally, include OpenAPI/Swagger documentation for all endpoints. Use a requirements.txt for dependency management and provide embedded unit tests with pytest fixtures. All of this should be delivered as a single, well-structured Python file with clear module separation through classes and functions. So supply production-ready code that meets these specific technical standards and regulatory requirements.",4,"model training hooks (it assumes pre-trained pickles only), and environment fallback isn't fully robust for None inputs. Slightly underpowered for production lifecycle ops.",5,,5,,4,"While broad, a few subtle omissions exist: Swagger doesn't annotate all fields with description or examples; no Luhn check despite a TODO; and no externalized model persistence/loading—everything retrains on-the-fly, which is impractical in real-world ops.",5,,5,,4,"Includes rule engine, ML scoring, and compliance measures, but GDPR rights like data deletion and access endpoints are missing. Additionally, persistent model loading/saving is not implemented, and the Luhn validation is incomplete.",4,"Code executes successfully and achieves fraud detection with rules and ML. However, the Luhn validation is only mentioned as a comment, not implemented. Retraining models on startup may produce unpredictable results and is not best practice for correctness in production ML settings.",5,5
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,"All components are present but often skeletal or basic prototypes. The response lacks advanced production features such as comprehensive error handling, input validation, scaling tests, and explicit privacy compliance checks.",4,"The response implements all key features correctly in concept and code. However, practical robustness issues exist, such as a minimal transformer model without real-world pretraining, simplistic DAG updates, and limited validation of cryptographic integrity and error handling. These gaps prevent full production readiness.",5,Everything included directly fulfills the prompt requirements without unrelated code or distractions. The implementation stays strictly on point.,4,"Comprehensive coverage of features, mock data, session lifecycle, fairness, encryption, logging, reporting, and unit tests. Lacks transformer training and strict offline environment assurances.",4,Implements all key features correctly with a realistic bidirectional transformer and Bayesian mastery model. Slight deviation in encryption (Fernet vs. AES-256) and no enforcement of offline-only dependencies.,5,Everything strictly addresses the prompt requirements without extraneous content.,5,"Fully addresses all prompt requirements and adds robust testing, detailed reporting, fairness considerations, and session management.",4,"All required features are well implemented, including a complete transformer model, Bayesian adaptive mastery, DAG management, learning decay, encryption, and logging. Minor note: Uses AES-CBC without built-in authentication and no transformer training included.",5,5
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,"The model and knowledge update/logging/reporting all exist but only as skeletal prototypes; real production use would demand far more robust, scalable, and resilient implementations. No explicit privacy audit/compliance methods (ex: GDPR/FERPA-safe design, key rotation, access controls) are shown, only implied by “offline” and no-network policy.",4,"The bidirectional transformer implemented is very minimal, the DAG mastery update is simplistic and recursively updates parents but ignores more advanced graph reasoning, There’s no test for the cryptographic correctness.",5,,4,"he transformer model lacks training code or pretrained weights, so its practical effectiveness is not demonstrated; data loading is mocked rather than real. Also user input during quiz is simplistic (c/i) without validation or GUI.",4,Implements all key features correctly with a realistic bidirectional transformer and Bayesian mastery model. Slight deviation in encryption (Fernet vs. AES-256) and no enforcement of offline-only dependencies.,5,,5,,4,"AES-CBC mode doesn't provide built-in authentication; thus, session data integrity depends on external audit logs rather than authenticated encryption modes (e.g., AES-GCM). Transformer model inference is present but no training procedure, so model predictions are untrained random outputs by default. The encryption key is derived from a password per session, but password management is minimal and uses a default parameter in some places. The cycle detection in DAG and topological sorting improve correctness and robustness.",5,5
Python,368,EdTech,"I’m a senior AI engineer at an EdTech company building an offline adaptive quiz engine for STEM learners and could use your help. Create a single-file Python system that uses a bidirectional transformer to model student mastery over a DAG. Use Bayesian exploration-exploitation to choose questions based on uncertainty and relevance. Update knowledge states in real time and handle learning decay. The engine must run fully offline, with no APIs or network calls. Encrypt session data locally with AES-256 and auto-generate LaTeX-based PDF reports after each session. Ensure fairness by stratifying question selection across learner groups.Include tamper-evident logging and internal diagnostics for traceability. The code should follow modular design and include full inline documentation and test cases. The solution should be privacy-compliant and ready for production use.",4,"The response lacks advanced production features such as comprehensive error handling, input validation, scaling tests, and explicit privacy compliance checks.",4,"There is a transformer model which is minimal and does not pretrain on real-world scenarios. Also there is a simplistic DAG updates, and limited validations for cryptographic integrity and error handling.",5,,4,The transformer model lacks training code or pretrained weights. So its practical effectiveness is not demonstrated and data loading is mocked rather than real.,4,"There is a proper cryptography primitives but differs from AES-GCM specified. However, Fernet is AES128 internally. This is a minor mismatch with prompt asking specifically for AES-256.",5,,5,,5,,5,5
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",4,"The output is less user-focused. It returns only the needed unmastered nodes, not an ordered learning path (e.g., topological sort of needed nodes). No reusable API or modular orchestration layer — only functions and a sample __main__ block. No structured result format (e.g., {""prerequisites"": [...], ""scores"": {...}}) for integration.",5,,5,,4,"The interface is somewhat hard-coded. It does not expose a clear function like get_minimum_unmastered_prerequisites(student_id, target_concept) for external API usage. No unit tests or functional hooks for external systems (which would be useful in a platform).",5,,5,,4,"No true min-cost flow implementation — only a heuristic variant.
 Missing edge case handling: What if a student or concept is not in the graph? No exception handling or validation for malformed inputs.",4,The prompt explicitly states: “apply a min-cost flow algorithm.” Using a heuristic path cost with PageRank scores does not strictly satisfy that requirement.,5,5
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",4,"The should have implemented comprehensive error handling, and detailed performance benchmarks.",4,"The response could have explicit validation for some edge cases, and does not include input type checking.",5,,4,"The response lacks comprehensive type checking and input validation, and does not have explicit handling for dynamic rule hot-reloading.",5,,5,,4,The response lacks more comprehensive input validation,5,,5,5
Python,369,EdTech,"My friend is a senior data scientist at an edtech startup aiming to revolutionize personalized student learning. The platform he is working on uses dynamic knowledge graphs to track student progress and suggest the next best concepts to learn. Given a student-concept interaction log (list of tuples: (student_id, concept_id, mastery_status)) and a directed knowledge graph representing prerequisites, write a single-file Python program that, for any student and target concept, outputs the smallest set of new, unmastered prerequisite concepts needed for mastery of the target. Use Personalized PageRank to rank all prerequisite nodes by relevance, considering the student’s mastery history and the target concept. Next, apply a min-cost flow algorithm to identify the minimum-count set of unmastered prerequisites connecting the student’s known concepts to the target, while handling cycles and ambiguous paths. Ensure all key functions (PageRank ranking and prerequisite extraction) are modular, and the solution efficiently scales to hundreds of students and concepts",3,But major logic (especially the “smallest set of unmastered prerequisites” and min-cost flow reasoning) is only described or stubbed and not executable.,3,"The response correctly uses Personalized PageRank from networkx and filters for unmastered prerequisite concepts, as required. However, the min-cost flow part is not implemented at all—only acknowledged as a “placeholder.” Additionally, the handling of cycles and ambiguous paths is not addressed.",4,"The solution targets the right goal: recommending unmastered prerequisites for a given target concept using student history. It partially addresses Personalized PageRank and implies a pipeline for extracting needed concepts. However, the second half of the prompt—min-cost prerequisite selection using flow-based methods—is not functionally delivered.",4,"The response defines key structures (student logs, graph, modular functions), runs Personalized PageRank, filters unmastered nodes, and outlines a flow-based search. However, the critical min_cost_flow() function is left as a stub without implementation logic, which reduces completeness.",4,"The code correctly computes Personalized PageRank using networkx, builds the unmastered subgraph, and outlines a flow network approach for minimum-cost prerequisite discovery. However, the min_cost_flow() logic is only partially defined and lacks real implementation, which limits the end-to-end functionality.",5,,4,"The min-cost flow and cycle handling are not implemented per se. Still, the fallback method achieves a reasonable approximation.",4,"The response correctly processes the input knowledge graph and student interaction data. It implements Personalized PageRank and attempts to find a path of unmastered prerequisites from the student’s known concepts to the target. While it doesn't formally use a min-cost flow algorithm, it approximates this via relevance scores and top-k ranking, which is a practical but partial substitute.",5,5
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",5,"Does everything: parse, calculate, predict, write output.",5,Correct average/std deviation logic and flagging.,5,"Fully meets prompt: CSV input/output, predictions, flags, core Java only.",4,Slightly less robust with edge case handling.,4,"Minor issues with assumptions (e.g., week handling), but mostly solid.",5,Matches the task requirements well.,5,"Includes everything plus summary stats, warnings, and demo.",5,Fully accurate statistical logic with coefficient of variation.,5,5
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",4,"There's no guidance on what happens when you have less than 8 weeks of data for a SKU, no discussion of memory considerations for large datasets, and no troubleshooting information for common issues.",3,"There's a significant robustness issue that concerns me. The program uses Integer.parseInt() without any exception handling, which means if the CSV contains malformed data like ""1,000"" or ""N/A"" in the units column, the entire program will crash with a NumberFormatException.",5,,5,,5,,5,,5,,3,"there are some notable correctness issues that concern me. The getRecentSales method assumes the last N records in the sorted list represent the most recent consecutive weeks, but this could be problematic if there are gaps in the weekly data - it might use weeks 1, 3, 5, 7, 9, 11, 13, 15 instead of the actual last 8 consecutive weeks. The output format also deviates from the problem requirements, which asked for predictions with specific week numbers (like ""Week 9, Week 10"") but instead provides generic column headers like ""Week_1_Prediction"".",4,4
Java,370,E‑Commerce,"I work as a supply chain analyst for an online retailer, I need a basic Java tool that can assist in predicting demand for our products. Each SKU and weekly sales information, including the SKU_ID, Week_Number, and Units_Sold, should be listed in a CSV file that the tool reads. 
 For each SKU, the program should calculate the average demand over the past 8 weeks and then predict the demand for the next 4 weeks. If a product’s weekly sales are too inconsistent (say, with a high standard deviation), it should be flagged in the output so we can review it manually. 
 The tool ought to produce a fresh CSV file containing the anticipated outcomes. No external libraries should be used other than the core Java. To make the code easier to read and maintain, write it in a single Java file with a clean and organized layout.",5,,5,,5,,5,,5,,5,,5,,5,,5,5
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",2,"The response has significant gaps in addressing the comprehensive requirements. There's no implementation of proper logging mechanisms, which would be essential for debugging and monitoring in a production e-commerce environment. The PDF optimization is limited to basic compression settings without addressing the specific requirements for both print and digital use optimization, including proper color profiles, resolution settings, or accessibility features.",3,"There are some concerning issues that prevent a higher rating. The response lacks proper exception handling in several critical areas, and the temporary file creation approach for images could cause problems in concurrent environments.",3,"The implementation handles split shipments, backorders, and promotional coupons as specified. The only minor gaps are in some advanced e-commerce scenarios where the split shipment logic could be more sophisticated.",3,"The PDF optimization claims are overstated, providing only basic compression without addressing print-specific requirements like color profiles, resolution optimization, or accessibility compliance features.",3,There are some technical gaps that prevent a perfect score. The encryption test attempts to use setUnethicalReading(true) which is not the correct approach for testing password protection. The owner password is hardcoded as a string literal rather than being generated or managed securely.,3,"The ""high-performance"" claim is misleading as the implementation only uses basic thread pooling without any actual performance optimization techniques like caching, connection pooling, or memory management. The split shipment and backorder handling is superficial domain modeling without the complex business logic that real e-commerce platforms require.",3,"The testing framework relies on external JUnit dependencies that aren't properly integrated into the single file, making the tests non-functional in the specified environment. The PDF optimization claims are unsubstantiated, with the PDFOptimizer class providing only basic compression without addressing print-specific requirements like color profiles or accessibility features.",2,"The encryption implementation has serious security vulnerabilities where sensitive data is collected into a HashMap and processed as JSON, creating multiple attack vectors and data exposure points. The PDF encryption uses user email as password, which is a critical security flaw since emails are often publicly known and easily compromised.",4,4
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",5,,5,,5,,5,,5,,5,,5,,5,,5,5
Java,371,E‑Commerce,"Create a high-performance Java application to generate secure, customized order confirmation PDFs for an e-commerce platform. Handle scenarios such as split shipments, backorders, and promotional coupons. Use iText for PDF generation and Bouncy Castle for encrypting sensitive data, following industry best practices. Implement multithreading for handling concurrent order requests efficiently. Optimize PDFs for print and digital use, focusing on file size and image quality. Ensure compliance with data protection regulations. Use Gradle as the build tool. All code must be in a single .java file and follow modern Java standards. Include comprehensive test coverage: unit, integration, and performance tests.",3,lacks explicit data protection compliance details and comprehensive image optimization.,4,"Minor issues: no explicit data protection compliance check, and encryption is field-specific rather than document-wide.",5,,5,,4,"Minor issues: no explicit multithreading performance validation, and owner password is hardcoded insecurely.",5,,3,"lacks full encryption of the PDF, detailed image optimization, and comprehensive compliance details.",3,"Implements iText and Bouncy Castle, but encryption is incomplete (sensitive data encrypted separately, not the PDF itself). Multithreading is present but lacks performance validation.",4,4
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",5,,5,,5,,5,,5,,5,,5,,5,,5,5
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",4,"The 200 SKU limit (instead of 10,000+) and minimal random forest implementation (lacking real training data) are minor gaps.",4,"The 200 SKU demo (vs. 10,000+) and lack of detailed error handling (e.g., unhandled exceptions in pollGroup) slightly reduce the score.",5,,3,Missing a fully functional GUI and predictive analytics reduces completeness.,3,"The code structure is sound with concurrency utilities, but it’s incomplete (e.g., SupplierService.fetchStockLevel is a placeholder, and PredictionService lacks a real random forest). Compilation errors are likely due to missing implementations (e.g., releaseReservation).",4,"Addresses most requirements (polling, circuit breakers, reservations, alerts, audit logs), but the predictive analytics is simulated without a functional random forest, and the UI lacks full implementation details.",4,"Implements all features, including a tabbed GUI, but limits the inventory table to 100 SKUs for performance and lacks detailed supplier failover logic.",4,"Functional code with polling, circuit breakers, reservations, and a basic random forest simulation. The 10,000 SKU initialization works, but the predictive analytics lacks real training data, and some methods (e.g., saveConfiguration) are placeholders.",5,5
Java,372,E‑Commerce,"I'm a senior backend engineer building a Java Swing GUI application to manage real-time inventory for 10,000+ SKUs. The app should simulate polling stock levels from multiple suppliers with configurable data sources. It must poll high-velocity SKUs every 30 seconds and slow movers every 5 minutes, detect stock-outs instantly, and update the GUI display with live inventory status. The system should support stock reservations during checkout flows, implement circuit breaker logic to handle supplier failures, generate alerts for stock reorder thresholds, and add an audit log panel. Include basic predictive analytics using random forest regression to forecast stock-outs based on sales trends. The entire solution should be coded in a single Java file with clear separation of concerns, making the UI responsive.",4,Missing configurable data sources (hardcoded suppliers) and Predictive analytics lacks historical data persistence,4,Random Forest is oversimplified (decision stumps ≠ true Random Forest) and AtomicInteger for stock may cause race conditions during reservations.,5,,5,,3,Multiple public classes violate single-file requirement and Predictive analytics is simulated (no actual ML),4,Over-engineered (unrequested features like shutdown hooks),5,,5,,5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",4,It lacks detailed error handling or integration examples for the checkout pipeline.,4,"The code is syntactically correct and logically sound, implementing a functional rule engine with combinable and exclusive rules (e.g., coupon exclusivity via priority).",5,,4,"Implements all required rule types and modularity via the PriceRule interface. The main method includes diverse use cases, but it lacks detailed unit tests beyond the demo and specific checkout integration guidance.",4,"The exclusive rule logic stops all further evaluations when triggered, which may not align with all use cases (e.g., combining a coupon with a segment discount).",5,,5,,4,"The code is syntactically correct and logically sound, using BigDecimal for precision. However, the complex rule hierarchy and context management may introduce subtle bugs (e.g., concurrent rule application edge cases).",5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",5,,5,,5,,4,"This implementation stops all rules after an exclusive rule, which might be too restrictive.",5,,5,,5,,5,,5,5
Java,373,E‑Commerce,"As a backend engineer for an e-commerce platform, I need a Java-based rule engine in a single file that dynamically applies shopping cart price rules such as discounts, coupon codes, bulk pricing, and conditional offers based on user segments or cart contents. The solution should be modular, support multiple combinable and exclusive rule types, and include unit-testable logic with clearly documented use cases for easy extension and integration into the checkout pipeline.",5,,5,,5,,5,,5,,5,,5,,5,,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",5,,5,,5,,5,,5,,5,,4,The response misses some edge cases. Also the error handling could be more robust.,4,Overall the response is completely correct but it has potential infinite recursion risk in generateUniqueCode() with many collisions,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",5,,5,,5,,5,,5,,5,,5,,5,,5,5
Java,374,E‑Commerce,"I am a software engineer working for a very popular retail platform. In the last few months, we have been experiencing a decline in sales. To deal with that, I am assigned to develop a Smart Coupon Management System in Java that supports parameters such as user segment (new or returning), product category filter, minimum cart value, expiration date, max uses per user, and generating globally unique alphanumeric codes using secure random generators. The system should also implement logic to verify a submitted coupon (check existence, expiry, usage limits, and minimum cart total). The system should include fraud detection by logging each attempt with a timestamp and client IP and enforce lockout after five failed uses from the same IP or user within one hour. It should also generate targeted coupons for users with abandoned carts based on purchase history. Provide the complete system within a single Java file.",2,"In Response 1, while a docstring is provided and some comments are added, they are not fully aligned with what the function actually does. There is no explanation of how zip(*data) transposes the input, and the meaning of axis is misrepresented.",2,"In Response 1, the explanation of the function is factually incorrect. It states the function calculates a ""weighted average"" using the zip() function, which is false. The actual function just computes a regular mean. This misinterpretation reflects a significant correctness issue.",3,"In Response 1, the content loosely aligns with the goal of adding comments and docstrings. However, because the core explanation is incorrect, much of what is stated is only partially relevant to the prompt.",5,"In Response 2, the explanation fully captures the functionality of the code, including edge cases and default behavior. It also elaborates on each step within the function, ensuring completeness.",5,"In Response 2, the function is correctly identified as computing the mean along the specified axis. The explanation of zip(*data) transposing the matrix is accurate, and all technical descriptions are sound.",5,"In Response 2, every part of the response directly addresses the prompt’s requirement to explain and comment the code clearly. The added comments are highly aligned with what the function does.",4,"In Response 3, the response captures the general behavior of the function, but does not delve into how the axis parameter changes data orientation (i.e., the underlying transpose operation).",4,"In Response 3, the explanation is mostly correct, but it oversimplifies the axis behavior and doesn't mention matrix transposition explicitly. That’s a minor oversight, but technically relevant.",4,4
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",3,Response lacks concrete data processing policies and uses limited rule configuration options.,4,The compliance implementation is minimal (just logging) and lacks real policy enforcement. The rule examples work but don't show complex conditions.,5,,5,,5,,5,,5,,5,,5,5
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",3,"In response, the scoring mechanism is implemented but lacks separation of layers and does not expose any audit or explanation mechanism.",4,"In response, the scoring logic is functionally correct but does not log which rules were triggered or why a particular score was assigned.",5,The response strictly uses core Java and implements rule-based logic aligned with CRM scoring needs.,5,"The response includes modular rule classes, a score context for traceability, and CRM-ready design.",5,The response provides accurate rule evaluations and maintains a score context with justifications for each rule.,5,"The response directly meets prompt goals including rule flexibility, compliance readiness, and no external dependencies.",3,"The response lacks a rule engine structure, score explanation, and CRM integration layer.",3,"In response, scoring logic is embedded in a “Tag” structure but there is no cumulative score aggregation or rule trace.",3,3
Java,375,CRM,"As a CRM product engineer at a SaaS company, I need to build a Java-based lead scoring system that uses a custom rule engine. The goal is to assign scores to incoming leads based on flexible business rules like their source, industry, and engagement level. These rules should be easy to add or change later without having to rewrite core logic every time. The solution must also account for compliance with data processing policies and integrate cleanly with existing CRM pipelines through standard interfaces with no hard-coded dependencies. Please provide a Java solution in a single code file using only core Java, no third-party libraries. Utilize a lightweight custom rule engine. The code should follow clean architecture, be integration-ready, and include inline comments explaining the rule evaluation flow.",5,"Covers all required aspects: domain model, rule engine, compliance, integration-ready service, and demo. Inline comments explain the flow.",5,"Implements a working lead scoring system using a custom rule engine, with rules for source, industry, and engagement level. The code is correct and compiles as a single Java file.",5,"Directly addresses the prompt: custom rule engine, flexible rule addition, compliance stub, and clean architecture. No third-party libraries.",5,"Extremely thorough: includes domain objects, scoring context, rule engine, service interface, and a main method with demo leads and rules.",5,"Implements a more advanced architecture with domain, application, and rule engine layers. Uses Java records and functional interfaces correctly.",5,"Fully relevant: custom rule engine, flexible rule addition, clean architecture, and integration-ready interfaces.",4,"Covers all aspects: domain, rule engine, compliance, integration, and extensibility. However, some method bodies are omitted or stubbed, so not fully runnable as-is.",4,"Implements a comprehensive rule engine with advanced features (priority, audit, metadata, fluent builder). Some methods are stubbed or incomplete in the excerpt, but the design is correct.",4,4
